# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-06-19 15:04:09 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14166000 WILLAMETTE RIVER AT HARRISBURG, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14166000
#            TS   parameter     statistic     Description
#        113842       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113842_00060_00003	113842_00060_00003_cd
USGS	14166000	1948-02-09	9190	A
USGS	14166000	1948-02-10	9660	A
USGS	14166000	1948-02-11	8400	A
USGS	14166000	1948-02-12	7690	A
USGS	14166000	1948-02-13	7280	A
USGS	14166000	1948-02-14	7050	A
USGS	14166000	1948-02-15	12300	A
USGS	14166000	1948-02-16	29800	A
USGS	14166000	1948-02-17	24800	A
USGS	14166000	1948-02-18	23000	A
USGS	14166000	1948-02-19	27800	A
USGS	14166000	1948-02-20	21900	A
USGS	14166000	1948-02-21	27100	A
USGS	14166000	1948-02-22	78700	A
USGS	14166000	1948-02-23	84100	A
USGS	14166000	1948-02-24	47600	A
USGS	14166000	1948-02-25	35000	A
USGS	14166000	1948-02-26	34400	A
USGS	14166000	1948-02-27	42100	A
USGS	14166000	1948-02-28	33400	A
USGS	14166000	1948-02-29	26700	A
USGS	14166000	1948-03-01	22400	A
USGS	14166000	1948-03-02	21600	A
USGS	14166000	1948-03-03	19600	A
USGS	14166000	1948-03-04	17300	A
USGS	14166000	1948-03-05	15900	A
USGS	14166000	1948-03-06	15500	A
USGS	14166000	1948-03-07	14900	A
USGS	14166000	1948-03-08	14700	A
USGS	14166000	1948-03-09	16500	A
USGS	14166000	1948-03-10	17000	A
USGS	14166000	1948-03-11	15500	A
USGS	14166000	1948-03-12	13800	A
USGS	14166000	1948-03-13	14200	A
USGS	14166000	1948-03-14	13600	A
USGS	14166000	1948-03-15	13600	A
USGS	14166000	1948-03-16	13800	A
USGS	14166000	1948-03-17	13900	A
USGS	14166000	1948-03-18	13400	A
USGS	14166000	1948-03-19	13900	A
USGS	14166000	1948-03-20	13800	A
USGS	14166000	1948-03-21	13800	A
USGS	14166000	1948-03-22	18700	A
USGS	14166000	1948-03-23	26600	A
USGS	14166000	1948-03-24	22200	A
USGS	14166000	1948-03-25	19400	A
USGS	14166000	1948-03-26	17500	A
USGS	14166000	1948-03-27	15900	A
USGS	14166000	1948-03-28	15700	A
USGS	14166000	1948-03-29	16700	A
USGS	14166000	1948-03-30	20800	A
USGS	14166000	1948-03-31	20800	A
USGS	14166000	1948-04-01	17700	A
USGS	14166000	1948-04-02	16600	A
USGS	14166000	1948-04-03	17400	A
USGS	14166000	1948-04-04	16300	A
USGS	14166000	1948-04-05	15500	A
USGS	14166000	1948-04-06	14900	A
USGS	14166000	1948-04-07	14400	A
USGS	14166000	1948-04-08	13900	A
USGS	14166000	1948-04-09	13800	A
USGS	14166000	1948-04-10	14400	A
USGS	14166000	1948-04-11	14600	A
USGS	14166000	1948-04-12	14200	A
USGS	14166000	1948-04-13	13200	A
USGS	14166000	1948-04-14	12700	A
USGS	14166000	1948-04-15	14000	A
USGS	14166000	1948-04-16	16100	A
USGS	14166000	1948-04-17	17700	A
USGS	14166000	1948-04-18	19100	A
USGS	14166000	1948-04-19	18700	A
USGS	14166000	1948-04-20	17500	A
USGS	14166000	1948-04-21	17600	A
USGS	14166000	1948-04-22	18900	A
USGS	14166000	1948-04-23	20500	A
USGS	14166000	1948-04-24	20400	A
USGS	14166000	1948-04-25	19700	A
USGS	14166000	1948-04-26	19100	A
USGS	14166000	1948-04-27	17100	A
USGS	14166000	1948-04-28	15300	A
USGS	14166000	1948-04-29	14200	A
USGS	14166000	1948-04-30	12800	A
USGS	14166000	1948-05-01	11800	A
USGS	14166000	1948-05-02	10900	A
USGS	14166000	1948-05-03	11000	A
USGS	14166000	1948-05-04	21800	A
USGS	14166000	1948-05-05	20900	A
USGS	14166000	1948-05-06	19100	A
USGS	14166000	1948-05-07	20400	A
USGS	14166000	1948-05-08	20000	A
USGS	14166000	1948-05-09	19000	A
USGS	14166000	1948-05-10	17400	A
USGS	14166000	1948-05-11	15500	A
USGS	14166000	1948-05-12	14400	A
USGS	14166000	1948-05-13	15300	A
USGS	14166000	1948-05-14	15900	A
USGS	14166000	1948-05-15	14800	A
USGS	14166000	1948-05-16	14200	A
USGS	14166000	1948-05-17	15100	A
USGS	14166000	1948-05-18	15600	A
USGS	14166000	1948-05-19	15000	A
USGS	14166000	1948-05-20	14800	A
USGS	14166000	1948-05-21	14600	A
USGS	14166000	1948-05-22	14400	A
USGS	14166000	1948-05-23	14000	A
USGS	14166000	1948-05-24	14400	A
USGS	14166000	1948-05-25	15900	A
USGS	14166000	1948-05-26	17600	A
USGS	14166000	1948-05-27	18400	A
USGS	14166000	1948-05-28	18000	A
USGS	14166000	1948-05-29	16500	A
USGS	14166000	1948-05-30	14900	A
USGS	14166000	1948-05-31	14300	A
USGS	14166000	1948-06-01	14400	A
USGS	14166000	1948-06-02	14400	A
USGS	14166000	1948-06-03	15100	A
USGS	14166000	1948-06-04	15100	A
USGS	14166000	1948-06-05	13800	A
USGS	14166000	1948-06-06	13000	A
USGS	14166000	1948-06-07	14200	A
USGS	14166000	1948-06-08	15100	A
USGS	14166000	1948-06-09	14600	A
USGS	14166000	1948-06-10	14600	A
USGS	14166000	1948-06-11	15500	A
USGS	14166000	1948-06-12	15000	A
USGS	14166000	1948-06-13	13600	A
USGS	14166000	1948-06-14	12600	A
USGS	14166000	1948-06-15	11400	A
USGS	14166000	1948-06-16	10400	A
USGS	14166000	1948-06-17	9750	A
USGS	14166000	1948-06-18	9420	A
USGS	14166000	1948-06-19	9420	A
USGS	14166000	1948-06-20	9240	A
USGS	14166000	1948-06-21	10600	A
USGS	14166000	1948-06-22	10900	A
USGS	14166000	1948-06-23	9750	A
USGS	14166000	1948-06-24	8990	A
USGS	14166000	1948-06-25	8400	A
USGS	14166000	1948-06-26	7950	A
USGS	14166000	1948-06-27	7660	A
USGS	14166000	1948-06-28	7320	A
USGS	14166000	1948-06-29	7150	A
USGS	14166000	1948-06-30	7080	A
USGS	14166000	1948-07-01	6900	A
USGS	14166000	1948-07-02	6560	A
USGS	14166000	1948-07-03	6180	A
USGS	14166000	1948-07-04	5930	A
USGS	14166000	1948-07-05	5840	A
USGS	14166000	1948-07-06	6370	A
USGS	14166000	1948-07-07	6350	A
USGS	14166000	1948-07-08	6060	A
USGS	14166000	1948-07-09	5710	A
USGS	14166000	1948-07-10	5500	A
USGS	14166000	1948-07-11	5260	A
USGS	14166000	1948-07-12	5080	A
USGS	14166000	1948-07-13	4990	A
USGS	14166000	1948-07-14	4900	A
USGS	14166000	1948-07-15	4770	A
USGS	14166000	1948-07-16	4680	A
USGS	14166000	1948-07-17	4600	A
USGS	14166000	1948-07-18	4600	A
USGS	14166000	1948-07-19	4550	A
USGS	14166000	1948-07-20	4430	A
USGS	14166000	1948-07-21	4400	A
USGS	14166000	1948-07-22	4310	A
USGS	14166000	1948-07-23	4280	A
USGS	14166000	1948-07-24	4260	A
USGS	14166000	1948-07-25	4180	A
USGS	14166000	1948-07-26	4070	A
USGS	14166000	1948-07-27	4060	A
USGS	14166000	1948-07-28	4240	A
USGS	14166000	1948-07-29	4240	A
USGS	14166000	1948-07-30	4070	A
USGS	14166000	1948-07-31	4000	A
USGS	14166000	1948-08-01	3920	A
USGS	14166000	1948-08-02	3890	A
USGS	14166000	1948-08-03	3890	A
USGS	14166000	1948-08-04	3870	A
USGS	14166000	1948-08-05	3840	A
USGS	14166000	1948-08-06	3750	A
USGS	14166000	1948-08-07	3670	A
USGS	14166000	1948-08-08	3670	A
USGS	14166000	1948-08-09	3620	A
USGS	14166000	1948-08-10	3590	A
USGS	14166000	1948-08-11	3570	A
USGS	14166000	1948-08-12	3510	A
USGS	14166000	1948-08-13	3480	A
USGS	14166000	1948-08-14	3480	A
USGS	14166000	1948-08-15	3510	A
USGS	14166000	1948-08-16	3510	A
USGS	14166000	1948-08-17	3480	A
USGS	14166000	1948-08-18	3460	A
USGS	14166000	1948-08-19	3450	A
USGS	14166000	1948-08-20	3430	A
USGS	14166000	1948-08-21	3360	A
USGS	14166000	1948-08-22	3480	A
USGS	14166000	1948-08-23	3610	A
USGS	14166000	1948-08-24	3940	A
USGS	14166000	1948-08-25	3640	A
USGS	14166000	1948-08-26	3460	A
USGS	14166000	1948-08-27	3380	A
USGS	14166000	1948-08-28	3300	A
USGS	14166000	1948-08-29	3250	A
USGS	14166000	1948-08-30	3250	A
USGS	14166000	1948-08-31	3250	A
USGS	14166000	1948-09-01	3210	A
USGS	14166000	1948-09-02	3280	A
USGS	14166000	1948-09-03	3750	A
USGS	14166000	1948-09-04	3950	A
USGS	14166000	1948-09-05	3940	A
USGS	14166000	1948-09-06	3950	A
USGS	14166000	1948-09-07	3840	A
USGS	14166000	1948-09-08	3900	A
USGS	14166000	1948-09-09	3750	A
USGS	14166000	1948-09-10	3750	A
USGS	14166000	1948-09-11	3770	A
USGS	14166000	1948-09-12	3750	A
USGS	14166000	1948-09-13	3750	A
USGS	14166000	1948-09-14	3750	A
USGS	14166000	1948-09-15	3360	A
USGS	14166000	1948-09-16	3140	A
USGS	14166000	1948-09-17	3090	A
USGS	14166000	1948-09-18	3080	A
USGS	14166000	1948-09-19	3080	A
USGS	14166000	1948-09-20	3010	A
USGS	14166000	1948-09-21	2970	A
USGS	14166000	1948-09-22	3010	A
USGS	14166000	1948-09-23	3800	A
USGS	14166000	1948-09-24	4770	A
USGS	14166000	1948-09-25	4720	A
USGS	14166000	1948-09-26	4450	A
USGS	14166000	1948-09-27	5320	A
USGS	14166000	1948-09-28	4950	A
USGS	14166000	1948-09-29	4570	A
USGS	14166000	1948-09-30	4230	A
USGS	14166000	1948-10-01	3950	A
USGS	14166000	1948-10-02	3780	A
USGS	14166000	1948-10-03	3640	A
USGS	14166000	1948-10-04	3730	A
USGS	14166000	1948-10-05	6020	A
USGS	14166000	1948-10-06	6490	A
USGS	14166000	1948-10-07	7320	A
USGS	14166000	1948-10-08	6280	A
USGS	14166000	1948-10-09	5360	A
USGS	14166000	1948-10-10	4860	A
USGS	14166000	1948-10-11	4910	A
USGS	14166000	1948-10-12	5240	A
USGS	14166000	1948-10-13	4790	A
USGS	14166000	1948-10-14	4500	A
USGS	14166000	1948-10-15	4280	A
USGS	14166000	1948-10-16	4120	A
USGS	14166000	1948-10-17	3940	A
USGS	14166000	1948-10-18	3780	A
USGS	14166000	1948-10-19	3750	A
USGS	14166000	1948-10-20	3670	A
USGS	14166000	1948-10-21	3590	A
USGS	14166000	1948-10-22	3480	A
USGS	14166000	1948-10-23	3460	A
USGS	14166000	1948-10-24	3460	A
USGS	14166000	1948-10-25	3540	A
USGS	14166000	1948-10-26	3510	A
USGS	14166000	1948-10-27	3400	A
USGS	14166000	1948-10-28	3320	A
USGS	14166000	1948-10-29	3430	A
USGS	14166000	1948-10-30	3460	A
USGS	14166000	1948-10-31	3490	A
USGS	14166000	1948-11-01	4000	A
USGS	14166000	1948-11-02	5130	A
USGS	14166000	1948-11-03	8660	A
USGS	14166000	1948-11-04	12700	A
USGS	14166000	1948-11-05	9660	A
USGS	14166000	1948-11-06	7950	A
USGS	14166000	1948-11-07	6850	A
USGS	14166000	1948-11-08	6020	A
USGS	14166000	1948-11-09	5300	A
USGS	14166000	1948-11-10	5150	A
USGS	14166000	1948-11-11	4900	A
USGS	14166000	1948-11-12	4700	A
USGS	14166000	1948-11-13	4530	A
USGS	14166000	1948-11-14	4450	A
USGS	14166000	1948-11-15	5400	A
USGS	14166000	1948-11-16	8740	A
USGS	14166000	1948-11-17	14200	A
USGS	14166000	1948-11-18	14200	A
USGS	14166000	1948-11-19	13600	A
USGS	14166000	1948-11-20	22400	A
USGS	14166000	1948-11-21	17300	A
USGS	14166000	1948-11-22	13500	A
USGS	14166000	1948-11-23	12400	A
USGS	14166000	1948-11-24	17100	A
USGS	14166000	1948-11-25	22300	A
USGS	14166000	1948-11-26	20200	A
USGS	14166000	1948-11-27	16900	A
USGS	14166000	1948-11-28	15300	A
USGS	14166000	1948-11-29	23000	A
USGS	14166000	1948-11-30	19600	A
USGS	14166000	1948-12-01	18100	A
USGS	14166000	1948-12-02	18400	A
USGS	14166000	1948-12-03	29400	A
USGS	14166000	1948-12-04	22800	A
USGS	14166000	1948-12-05	20100	A
USGS	14166000	1948-12-06	23600	A
USGS	14166000	1948-12-07	23800	A
USGS	14166000	1948-12-08	43600	A
USGS	14166000	1948-12-09	35600	A
USGS	14166000	1948-12-10	38200	A
USGS	14166000	1948-12-11	58300	A
USGS	14166000	1948-12-12	97300	A
USGS	14166000	1948-12-13	96900	A
USGS	14166000	1948-12-14	55400	A
USGS	14166000	1948-12-15	40400	A
USGS	14166000	1948-12-16	31300	A
USGS	14166000	1948-12-17	25800	A
USGS	14166000	1948-12-18	20900	A
USGS	14166000	1948-12-19	17700	A
USGS	14166000	1948-12-20	17800	A
USGS	14166000	1948-12-21	18500	A
USGS	14166000	1948-12-22	16600	A
USGS	14166000	1948-12-23	15000	A
USGS	14166000	1948-12-24	13700	A
USGS	14166000	1948-12-25	12700	A
USGS	14166000	1948-12-26	11700	A
USGS	14166000	1948-12-27	10800	A
USGS	14166000	1948-12-28	10000	A
USGS	14166000	1948-12-29	10500	A
USGS	14166000	1948-12-30	12100	A
USGS	14166000	1948-12-31	11400	A
USGS	14166000	1949-01-01	14400	A
USGS	14166000	1949-01-02	15900	A
USGS	14166000	1949-01-03	13700	A
USGS	14166000	1949-01-04	11900	A
USGS	14166000	1949-01-05	10800	A
USGS	14166000	1949-01-06	10200	A
USGS	14166000	1949-01-07	10200	A
USGS	14166000	1949-01-08	11800	A
USGS	14166000	1949-01-09	11100	A
USGS	14166000	1949-01-10	9740	A
USGS	14166000	1949-01-11	8860	A
USGS	14166000	1949-01-12	8580	A
USGS	14166000	1949-01-13	8370	A
USGS	14166000	1949-01-14	8060	A
USGS	14166000	1949-01-15	7760	A
USGS	14166000	1949-01-16	7250	A
USGS	14166000	1949-01-17	6920	A
USGS	14166000	1949-01-18	6800	A
USGS	14166000	1949-01-19	6620	A
USGS	14166000	1949-01-20	6440	A
USGS	14166000	1949-01-21	6200	A
USGS	14166000	1949-01-22	6200	A
USGS	14166000	1949-01-23	5950	A
USGS	14166000	1949-01-24	5600	A
USGS	14166000	1949-01-25	5200	A
USGS	14166000	1949-01-26	5350	A
USGS	14166000	1949-01-27	5620	A
USGS	14166000	1949-01-28	5450	A
USGS	14166000	1949-01-29	5220	A
USGS	14166000	1949-01-30	5220	A
USGS	14166000	1949-01-31	5350	A
USGS	14166000	1949-02-01	5220	A
USGS	14166000	1949-02-02	5120	A
USGS	14166000	1949-02-03	5200	A
USGS	14166000	1949-02-04	5950	A
USGS	14166000	1949-02-05	6150	A
USGS	14166000	1949-02-06	6180	A
USGS	14166000	1949-02-07	8270	A
USGS	14166000	1949-02-08	7190	A
USGS	14166000	1949-02-09	8270	A
USGS	14166000	1949-02-10	14400	A
USGS	14166000	1949-02-11	29800	A
USGS	14166000	1949-02-12	20500	A
USGS	14166000	1949-02-13	14700	A
USGS	14166000	1949-02-14	11900	A
USGS	14166000	1949-02-15	12700	A
USGS	14166000	1949-02-16	17000	A
USGS	14166000	1949-02-17	25500	A
USGS	14166000	1949-02-18	54000	A
USGS	14166000	1949-02-19	71200	A
USGS	14166000	1949-02-20	50200	A
USGS	14166000	1949-02-21	38000	A
USGS	14166000	1949-02-22	37000	A
USGS	14166000	1949-02-23	59900	A
USGS	14166000	1949-02-24	49000	A
USGS	14166000	1949-02-25	38900	A
USGS	14166000	1949-02-26	33300	A
USGS	14166000	1949-02-27	30000	A
USGS	14166000	1949-02-28	26600	A
USGS	14166000	1949-03-01	24300	A
USGS	14166000	1949-03-02	22600	A
USGS	14166000	1949-03-03	21400	A
USGS	14166000	1949-03-04	20000	A
USGS	14166000	1949-03-05	19900	A
USGS	14166000	1949-03-06	21400	A
USGS	14166000	1949-03-07	20200	A
USGS	14166000	1949-03-08	18600	A
USGS	14166000	1949-03-09	18400	A
USGS	14166000	1949-03-10	17300	A
USGS	14166000	1949-03-11	16300	A
USGS	14166000	1949-03-12	16200	A
USGS	14166000	1949-03-13	15600	A
USGS	14166000	1949-03-14	15200	A
USGS	14166000	1949-03-15	15200	A
USGS	14166000	1949-03-16	17700	A
USGS	14166000	1949-03-17	19600	A
USGS	14166000	1949-03-18	20300	A
USGS	14166000	1949-03-19	21500	A
USGS	14166000	1949-03-20	21600	A
USGS	14166000	1949-03-21	22000	A
USGS	14166000	1949-03-22	22000	A
USGS	14166000	1949-03-23	19900	A
USGS	14166000	1949-03-24	18600	A
USGS	14166000	1949-03-25	17100	A
USGS	14166000	1949-03-26	16200	A
USGS	14166000	1949-03-27	18200	A
USGS	14166000	1949-03-28	18800	A
USGS	14166000	1949-03-29	16800	A
USGS	14166000	1949-03-30	16400	A
USGS	14166000	1949-03-31	15700	A
USGS	14166000	1949-04-01	14400	A
USGS	14166000	1949-04-02	13100	A
USGS	14166000	1949-04-03	11900	A
USGS	14166000	1949-04-04	11100	A
USGS	14166000	1949-04-05	11300	A
USGS	14166000	1949-04-06	12500	A
USGS	14166000	1949-04-07	13700	A
USGS	14166000	1949-04-08	14500	A
USGS	14166000	1949-04-09	14300	A
USGS	14166000	1949-04-10	14500	A
USGS	14166000	1949-04-11	17200	A
USGS	14166000	1949-04-12	18200	A
USGS	14166000	1949-04-13	16900	A
USGS	14166000	1949-04-14	15100	A
USGS	14166000	1949-04-15	14200	A
USGS	14166000	1949-04-16	15000	A
USGS	14166000	1949-04-17	16900	A
USGS	14166000	1949-04-18	18200	A
USGS	14166000	1949-04-19	18100	A
USGS	14166000	1949-04-20	17500	A
USGS	14166000	1949-04-21	16500	A
USGS	14166000	1949-04-22	16800	A
USGS	14166000	1949-04-23	17700	A
USGS	14166000	1949-04-24	18600	A
USGS	14166000	1949-04-25	16800	A
USGS	14166000	1949-04-26	14700	A
USGS	14166000	1949-04-27	13600	A
USGS	14166000	1949-04-28	13800	A
USGS	14166000	1949-04-29	15700	A
USGS	14166000	1949-04-30	16100	A
USGS	14166000	1949-05-01	18900	A
USGS	14166000	1949-05-02	52700	A
USGS	14166000	1949-05-03	60700	A
USGS	14166000	1949-05-04	42000	A
USGS	14166000	1949-05-05	31500	A
USGS	14166000	1949-05-06	24400	A
USGS	14166000	1949-05-07	21000	A
USGS	14166000	1949-05-08	20400	A
USGS	14166000	1949-05-09	20000	A
USGS	14166000	1949-05-10	20000	A
USGS	14166000	1949-05-11	21000	A
USGS	14166000	1949-05-12	22600	A
USGS	14166000	1949-05-13	23500	A
USGS	14166000	1949-05-14	22400	A
USGS	14166000	1949-05-15	21000	A
USGS	14166000	1949-05-16	19300	A
USGS	14166000	1949-05-17	17600	A
USGS	14166000	1949-05-18	15700	A
USGS	14166000	1949-05-19	14000	A
USGS	14166000	1949-05-20	13100	A
USGS	14166000	1949-05-21	13100	A
USGS	14166000	1949-05-22	12700	A
USGS	14166000	1949-05-23	12100	A
USGS	14166000	1949-05-24	11900	A
USGS	14166000	1949-05-25	12200	A
USGS	14166000	1949-05-26	12900	A
USGS	14166000	1949-05-27	13300	A
USGS	14166000	1949-05-28	12700	A
USGS	14166000	1949-05-29	12400	A
USGS	14166000	1949-05-30	10700	A
USGS	14166000	1949-05-31	10200	A
USGS	14166000	1949-06-01	10800	A
USGS	14166000	1949-06-02	10800	A
USGS	14166000	1949-06-03	9630	A
USGS	14166000	1949-06-04	9040	A
USGS	14166000	1949-06-05	8960	A
USGS	14166000	1949-06-06	9520	A
USGS	14166000	1949-06-07	10300	A
USGS	14166000	1949-06-08	9980	A
USGS	14166000	1949-06-09	9100	A
USGS	14166000	1949-06-10	8510	A
USGS	14166000	1949-06-11	8340	A
USGS	14166000	1949-06-12	8090	A
USGS	14166000	1949-06-13	7610	A
USGS	14166000	1949-06-14	7160	A
USGS	14166000	1949-06-15	6890	A
USGS	14166000	1949-06-16	6620	A
USGS	14166000	1949-06-17	6350	A
USGS	14166000	1949-06-18	5980	A
USGS	14166000	1949-06-19	5720	A
USGS	14166000	1949-06-20	5620	A
USGS	14166000	1949-06-21	5520	A
USGS	14166000	1949-06-22	5420	A
USGS	14166000	1949-06-23	5320	A
USGS	14166000	1949-06-24	5280	A
USGS	14166000	1949-06-25	5200	A
USGS	14166000	1949-06-26	5120	A
USGS	14166000	1949-06-27	5120	A
USGS	14166000	1949-06-28	4950	A
USGS	14166000	1949-06-29	4930	A
USGS	14166000	1949-06-30	4910	A
USGS	14166000	1949-07-01	4730	A
USGS	14166000	1949-07-02	4590	A
USGS	14166000	1949-07-03	4530	A
USGS	14166000	1949-07-04	4510	A
USGS	14166000	1949-07-05	4430	A
USGS	14166000	1949-07-06	4390	A
USGS	14166000	1949-07-07	4310	A
USGS	14166000	1949-07-08	4190	A
USGS	14166000	1949-07-09	4130	A
USGS	14166000	1949-07-10	4090	A
USGS	14166000	1949-07-11	4070	A
USGS	14166000	1949-07-12	3950	A
USGS	14166000	1949-07-13	3930	A
USGS	14166000	1949-07-14	3870	A
USGS	14166000	1949-07-15	3810	A
USGS	14166000	1949-07-16	3790	A
USGS	14166000	1949-07-17	3750	A
USGS	14166000	1949-07-18	3710	A
USGS	14166000	1949-07-19	3690	A
USGS	14166000	1949-07-20	3670	A
USGS	14166000	1949-07-21	3630	A
USGS	14166000	1949-07-22	3570	A
USGS	14166000	1949-07-23	3630	A
USGS	14166000	1949-07-24	3530	A
USGS	14166000	1949-07-25	3530	A
USGS	14166000	1949-07-26	3490	A
USGS	14166000	1949-07-27	3460	A
USGS	14166000	1949-07-28	3420	A
USGS	14166000	1949-07-29	3400	A
USGS	14166000	1949-07-30	3340	A
USGS	14166000	1949-07-31	3320	A
USGS	14166000	1949-08-01	3320	A
USGS	14166000	1949-08-02	3290	A
USGS	14166000	1949-08-03	3290	A
USGS	14166000	1949-08-04	3230	A
USGS	14166000	1949-08-05	3200	A
USGS	14166000	1949-08-06	3180	A
USGS	14166000	1949-08-07	3200	A
USGS	14166000	1949-08-08	3180	A
USGS	14166000	1949-08-09	3180	A
USGS	14166000	1949-08-10	3150	A
USGS	14166000	1949-08-11	3130	A
USGS	14166000	1949-08-12	3110	A
USGS	14166000	1949-08-13	3150	A
USGS	14166000	1949-08-14	3080	A
USGS	14166000	1949-08-15	3040	A
USGS	14166000	1949-08-16	3030	A
USGS	14166000	1949-08-17	3010	A
USGS	14166000	1949-08-18	3010	A
USGS	14166000	1949-08-19	2990	A
USGS	14166000	1949-08-20	2980	A
USGS	14166000	1949-08-21	2980	A
USGS	14166000	1949-08-22	2960	A
USGS	14166000	1949-08-23	2960	A
USGS	14166000	1949-08-24	2950	A
USGS	14166000	1949-08-25	2930	A
USGS	14166000	1949-08-26	2910	A
USGS	14166000	1949-08-27	2910	A
USGS	14166000	1949-08-28	2900	A
USGS	14166000	1949-08-29	2880	A
USGS	14166000	1949-08-30	2900	A
USGS	14166000	1949-08-31	2900	A
USGS	14166000	1949-09-01	2880	A
USGS	14166000	1949-09-02	2850	A
USGS	14166000	1949-09-03	2850	A
USGS	14166000	1949-09-04	2820	A
USGS	14166000	1949-09-05	2820	A
USGS	14166000	1949-09-06	2820	A
USGS	14166000	1949-09-07	2840	A
USGS	14166000	1949-09-08	2840	A
USGS	14166000	1949-09-09	2870	A
USGS	14166000	1949-09-10	3040	A
USGS	14166000	1949-09-11	3150	A
USGS	14166000	1949-09-12	3010	A
USGS	14166000	1949-09-13	2930	A
USGS	14166000	1949-09-14	2880	A
USGS	14166000	1949-09-15	2880	A
USGS	14166000	1949-09-16	3080	A
USGS	14166000	1949-09-17	3490	A
USGS	14166000	1949-09-18	3270	A
USGS	14166000	1949-09-19	3060	A
USGS	14166000	1949-09-20	2950	A
USGS	14166000	1949-09-21	3010	A
USGS	14166000	1949-09-22	3130	A
USGS	14166000	1949-09-23	3130	A
USGS	14166000	1949-09-24	3130	A
USGS	14166000	1949-09-25	3110	A
USGS	14166000	1949-09-26	3100	A
USGS	14166000	1949-09-27	3060	A
USGS	14166000	1949-09-28	3040	A
USGS	14166000	1949-09-29	3080	A
USGS	14166000	1949-09-30	3080	A
USGS	14166000	1949-10-01	3080	A
USGS	14166000	1949-10-02	3040	A
USGS	14166000	1949-10-03	3010	A
USGS	14166000	1949-10-04	3040	A
USGS	14166000	1949-10-05	3380	A
USGS	14166000	1949-10-06	4550	A
USGS	14166000	1949-10-07	5080	A
