# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-06-19 15:09:32 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14170000 LONG TOM RIVER AT MONROE, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14170000
#            TS   parameter     statistic     Description
#        113863       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113863_00060_00003	113863_00060_00003_cd
USGS	14170000	1949-03-18	700	A
USGS	14170000	1949-03-19	710	A
USGS	14170000	1949-03-20	760	A
USGS	14170000	1949-03-21	780	A
USGS	14170000	1949-03-22	1120	A
USGS	14170000	1949-03-23	1100	A
USGS	14170000	1949-03-24	1120	A
USGS	14170000	1949-03-25	1020	A
USGS	14170000	1949-03-26	870	A
USGS	14170000	1949-03-27	810	A
USGS	14170000	1949-03-28	586	A
USGS	14170000	1949-03-29	374	A
USGS	14170000	1949-03-30	320	A
USGS	14170000	1949-03-31	284	A
USGS	14170000	1949-04-01	254	A
USGS	14170000	1949-04-02	232	A
USGS	14170000	1949-04-03	210	A
USGS	14170000	1949-04-04	195	A
USGS	14170000	1949-04-05	180	A
USGS	14170000	1949-04-06	165	A
USGS	14170000	1949-04-07	160	A
USGS	14170000	1949-04-08	155	A
USGS	14170000	1949-04-09	296	A
USGS	14170000	1949-04-10	296	A
USGS	14170000	1949-04-11	272	A
USGS	14170000	1949-04-12	137	A
USGS	14170000	1949-04-13	124	A
USGS	14170000	1949-04-14	119	A
USGS	14170000	1949-04-15	114	A
USGS	14170000	1949-04-16	110	A
USGS	14170000	1949-04-17	110	A
USGS	14170000	1949-04-18	142	A
USGS	14170000	1949-04-19	124	A
USGS	14170000	1949-04-20	114	A
USGS	14170000	1949-04-21	114	A
USGS	14170000	1949-04-22	114	A
USGS	14170000	1949-04-23	110	A
USGS	14170000	1949-04-24	110	A
USGS	14170000	1949-04-25	102	A
USGS	14170000	1949-04-26	99.0	A
USGS	14170000	1949-04-27	87.0	A
USGS	14170000	1949-04-28	87.0	A
USGS	14170000	1949-04-29	91.0	A
USGS	14170000	1949-04-30	95.0	A
USGS	14170000	1949-05-01	222	A
USGS	14170000	1949-05-02	610	A
USGS	14170000	1949-05-03	474	A
USGS	14170000	1949-05-04	332	A
USGS	14170000	1949-05-05	260	A
USGS	14170000	1949-05-06	190	A
USGS	14170000	1949-05-07	160	A
USGS	14170000	1949-05-08	146	A
USGS	14170000	1949-05-09	132	A
USGS	14170000	1949-05-10	124	A
USGS	14170000	1949-05-11	124	A
USGS	14170000	1949-05-12	119	A
USGS	14170000	1949-05-13	114	A
USGS	14170000	1949-05-14	110	A
USGS	14170000	1949-05-15	106	A
USGS	14170000	1949-05-16	102	A
USGS	14170000	1949-05-17	99.0	A
USGS	14170000	1949-05-18	99.0	A
USGS	14170000	1949-05-19	99.0	A
USGS	14170000	1949-05-20	102	A
USGS	14170000	1949-05-21	102	A
USGS	14170000	1949-05-22	102	A
USGS	14170000	1949-05-23	99.0	A
USGS	14170000	1949-05-24	91.0	A
USGS	14170000	1949-05-25	87.0	A
USGS	14170000	1949-05-26	87.0	A
USGS	14170000	1949-05-27	87.0	A
USGS	14170000	1949-05-28	83.0	A
USGS	14170000	1949-05-29	83.0	A
USGS	14170000	1949-05-30	83.0	A
USGS	14170000	1949-05-31	83.0	A
USGS	14170000	1949-06-01	87.0	A
USGS	14170000	1949-06-02	80.0	A
USGS	14170000	1949-06-03	72.0	A
USGS	14170000	1949-06-04	72.0	A
USGS	14170000	1949-06-05	68.0	A
USGS	14170000	1949-06-06	64.0	A
USGS	14170000	1949-06-07	64.0	A
USGS	14170000	1949-06-08	64.0	A
USGS	14170000	1949-06-09	64.0	A
USGS	14170000	1949-06-10	64.0	A
USGS	14170000	1949-06-11	64.0	A
USGS	14170000	1949-06-12	80.0	A
USGS	14170000	1949-06-13	76.0	A
USGS	14170000	1949-06-14	72.0	A
USGS	14170000	1949-06-15	72.0	A
USGS	14170000	1949-06-16	68.0	A
USGS	14170000	1949-06-17	68.0	A
USGS	14170000	1949-06-18	68.0	A
USGS	14170000	1949-06-19	64.0	A
USGS	14170000	1949-06-20	68.0	A
USGS	14170000	1949-06-21	64.0	A
USGS	14170000	1949-06-22	64.0	A
USGS	14170000	1949-06-23	64.0	A
USGS	14170000	1949-06-24	64.0	A
USGS	14170000	1949-06-25	64.0	A
USGS	14170000	1949-06-26	64.0	A
USGS	14170000	1949-06-27	64.0	A
USGS	14170000	1949-06-28	60.0	A
USGS	14170000	1949-06-29	60.0	A
USGS	14170000	1949-06-30	57.0	A
USGS	14170000	1949-07-01	54.0	A
USGS	14170000	1949-07-02	54.0	A
USGS	14170000	1949-07-03	54.0	A
USGS	14170000	1949-07-04	54.0	A
USGS	14170000	1949-07-05	54.0	A
USGS	14170000	1949-07-06	54.0	A
USGS	14170000	1949-07-07	54.0	A
USGS	14170000	1949-07-08	54.0	A
USGS	14170000	1949-07-09	54.0	A
USGS	14170000	1949-07-10	54.0	A
USGS	14170000	1949-07-11	54.0	A
USGS	14170000	1949-07-12	51.0	A
USGS	14170000	1949-07-13	47.0	A
USGS	14170000	1949-07-14	44.0	A
USGS	14170000	1949-07-15	44.0	A
USGS	14170000	1949-07-16	47.0	A
USGS	14170000	1949-07-17	51.0	A
USGS	14170000	1949-07-18	51.0	A
USGS	14170000	1949-07-19	30.0	A
USGS	14170000	1949-07-20	25.0	A
USGS	14170000	1949-07-21	23.0	A
USGS	14170000	1949-07-22	23.0	A
USGS	14170000	1949-07-23	30.0	A
USGS	14170000	1949-07-24	33.0	A
USGS	14170000	1949-07-25	33.0	A
USGS	14170000	1949-07-26	25.0	A
USGS	14170000	1949-07-27	20.0	A
USGS	14170000	1949-07-28	18.0	A
USGS	14170000	1949-07-29	16.0	A
USGS	14170000	1949-07-30	14.0	A
USGS	14170000	1949-07-31	16.0	A
USGS	14170000	1949-08-01	16.0	A
USGS	14170000	1949-08-02	14.0	A
USGS	14170000	1949-08-03	16.0	A
USGS	14170000	1949-08-04	44.0	A
USGS	14170000	1949-08-05	38.0	A
USGS	14170000	1949-08-06	38.0	A
USGS	14170000	1949-08-07	41.0	A
USGS	14170000	1949-08-08	41.0	A
USGS	14170000	1949-08-09	41.0	A
USGS	14170000	1949-08-10	41.0	A
USGS	14170000	1949-08-11	38.0	A
USGS	14170000	1949-08-12	41.0	A
USGS	14170000	1949-08-13	38.0	A
USGS	14170000	1949-08-14	41.0	A
USGS	14170000	1949-08-15	38.0	A
USGS	14170000	1949-08-16	41.0	A
USGS	14170000	1949-08-17	41.0	A
USGS	14170000	1949-08-18	41.0	A
USGS	14170000	1949-08-19	38.0	A
USGS	14170000	1949-08-20	38.0	A
USGS	14170000	1949-08-21	38.0	A
USGS	14170000	1949-08-22	38.0	A
USGS	14170000	1949-08-23	38.0	A
USGS	14170000	1949-08-24	38.0	A
USGS	14170000	1949-08-25	38.0	A
USGS	14170000	1949-08-26	38.0	A
USGS	14170000	1949-08-27	38.0	A
USGS	14170000	1949-08-28	25.0	A
USGS	14170000	1949-08-29	36.0	A
USGS	14170000	1949-08-30	36.0	A
USGS	14170000	1949-08-31	38.0	A
USGS	14170000	1949-09-01	38.0	A
USGS	14170000	1949-09-02	38.0	A
USGS	14170000	1949-09-03	36.0	A
USGS	14170000	1949-09-04	38.0	A
USGS	14170000	1949-09-05	38.0	A
USGS	14170000	1949-09-06	38.0	A
USGS	14170000	1949-09-07	38.0	A
USGS	14170000	1949-09-08	38.0	A
USGS	14170000	1949-09-09	38.0	A
USGS	14170000	1949-09-10	38.0	A
USGS	14170000	1949-09-11	44.0	A
USGS	14170000	1949-09-12	38.0	A
USGS	14170000	1949-09-13	47.0	A
USGS	14170000	1949-09-14	44.0	A
USGS	14170000	1949-09-15	195	A
USGS	14170000	1949-09-16	700	A
USGS	14170000	1949-09-17	1500	A
USGS	14170000	1949-09-18	1480	A
USGS	14170000	1949-09-19	1420	A
USGS	14170000	1949-09-20	466	A
USGS	14170000	1949-09-21	1560	A
USGS	14170000	1949-09-22	1560	A
USGS	14170000	1949-09-23	1520	A
USGS	14170000	1949-09-24	1530	A
USGS	14170000	1949-09-25	1510	A
USGS	14170000	1949-09-26	1500	A
USGS	14170000	1949-09-27	1480	A
USGS	14170000	1949-09-28	1460	A
USGS	14170000	1949-09-29	1420	A
USGS	14170000	1949-09-30	1440	A
USGS	14170000	1949-10-01	1390	A
USGS	14170000	1949-10-02	1380	A
USGS	14170000	1949-10-03	1350	A
USGS	14170000	1949-10-04	1350	A
USGS	14170000	1949-10-05	1380	A
USGS	14170000	1949-10-06	1340	A
USGS	14170000	1949-10-07	1350	A
USGS	14170000	1949-10-08	1330	A
