# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-06-19 15:13:41 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14157500 COAST FORK WILLAMETTE RIVER NEAR GOSHEN, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14157500
#            TS   parameter     statistic     Description
#        113722       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113722_00060_00003	113722_00060_00003_cd
USGS	14157500	1951-03-21	4130	A
USGS	14157500	1951-03-22	2760	A
USGS	14157500	1951-03-23	2040	A
USGS	14157500	1951-03-24	1660	A
USGS	14157500	1951-03-25	1760	A
USGS	14157500	1951-03-26	2140	A
USGS	14157500	1951-03-27	1880	A
USGS	14157500	1951-03-28	1430	A
USGS	14157500	1951-03-29	1190	A
USGS	14157500	1951-03-30	1440	A
USGS	14157500	1951-03-31	1370	A
USGS	14157500	1951-04-01	1040	A
USGS	14157500	1951-04-02	808	A
USGS	14157500	1951-04-03	894	A
USGS	14157500	1951-04-04	1530	A
USGS	14157500	1951-04-05	1400	A
USGS	14157500	1951-04-06	926	A
USGS	14157500	1951-04-07	910	A
USGS	14157500	1951-04-08	1060	A
USGS	14157500	1951-04-09	1020	A
USGS	14157500	1951-04-10	755	A
USGS	14157500	1951-04-11	559	A
USGS	14157500	1951-04-12	636	A
USGS	14157500	1951-04-13	974	A
USGS	14157500	1951-04-14	1030	A
USGS	14157500	1951-04-15	692	A
USGS	14157500	1951-04-16	538	A
USGS	14157500	1951-04-17	482	A
USGS	14157500	1951-04-18	475	A
USGS	14157500	1951-04-19	468	A
USGS	14157500	1951-04-20	447	A
USGS	14157500	1951-04-21	440	A
USGS	14157500	1951-04-22	426	A
USGS	14157500	1951-04-23	412	A
USGS	14157500	1951-04-24	405	A
USGS	14157500	1951-04-25	399	A
USGS	14157500	1951-04-26	393	A
USGS	14157500	1951-04-27	393	A
USGS	14157500	1951-04-28	461	A
USGS	14157500	1951-04-29	559	A
USGS	14157500	1951-04-30	580	A
USGS	14157500	1951-05-01	580	A
USGS	14157500	1951-05-02	545	A
USGS	14157500	1951-05-03	580	A
USGS	14157500	1951-05-04	573	A
USGS	14157500	1951-05-05	559	A
USGS	14157500	1951-05-06	552	A
USGS	14157500	1951-05-07	629	A
USGS	14157500	1951-05-08	608	A
USGS	14157500	1951-05-09	545	A
USGS	14157500	1951-05-10	496	A
USGS	14157500	1951-05-11	468	A
USGS	14157500	1951-05-12	475	A
USGS	14157500	1951-05-13	800	A
USGS	14157500	1951-05-14	1270	A
USGS	14157500	1951-05-15	902	A
USGS	14157500	1951-05-16	636	A
USGS	14157500	1951-05-17	503	A
USGS	14157500	1951-05-18	468	A
USGS	14157500	1951-05-19	447	A
USGS	14157500	1951-05-20	433	A
USGS	14157500	1951-05-21	419	A
USGS	14157500	1951-05-22	405	A
USGS	14157500	1951-05-23	419	A
USGS	14157500	1951-05-24	461	A
USGS	14157500	1951-05-25	454	A
USGS	14157500	1951-05-26	447	A
USGS	14157500	1951-05-27	433	A
USGS	14157500	1951-05-28	433	A
USGS	14157500	1951-05-29	419	A
USGS	14157500	1951-05-30	419	A
USGS	14157500	1951-05-31	412	A
USGS	14157500	1951-06-01	399	A
USGS	14157500	1951-06-02	393	A
USGS	14157500	1951-06-03	381	A
USGS	14157500	1951-06-04	340	A
USGS	14157500	1951-06-05	296	A
USGS	14157500	1951-06-06	296	A
USGS	14157500	1951-06-07	296	A
USGS	14157500	1951-06-08	301	A
USGS	14157500	1951-06-09	285	A
USGS	14157500	1951-06-10	290	A
USGS	14157500	1951-06-11	290	A
USGS	14157500	1951-06-12	290	A
USGS	14157500	1951-06-13	290	A
USGS	14157500	1951-06-14	296	A
USGS	14157500	1951-06-15	290	A
USGS	14157500	1951-06-16	290	A
USGS	14157500	1951-06-17	290	A
USGS	14157500	1951-06-18	285	A
USGS	14157500	1951-06-19	280	A
USGS	14157500	1951-06-20	280	A
USGS	14157500	1951-06-21	260	A
USGS	14157500	1951-06-22	260	A
USGS	14157500	1951-06-23	265	A
USGS	14157500	1951-06-24	265	A
USGS	14157500	1951-06-25	265	A
USGS	14157500	1951-06-26	265	A
USGS	14157500	1951-06-27	260	A
USGS	14157500	1951-06-28	240	A
USGS	14157500	1951-06-29	228	A
USGS	14157500	1951-06-30	224	A
USGS	14157500	1951-07-01	216	A
USGS	14157500	1951-07-02	212	A
USGS	14157500	1951-07-03	204	A
USGS	14157500	1951-07-04	204	A
USGS	14157500	1951-07-05	196	A
USGS	14157500	1951-07-06	196	A
USGS	14157500	1951-07-07	193	A
USGS	14157500	1951-07-08	186	A
USGS	14157500	1951-07-09	176	A
USGS	14157500	1951-07-10	182	A
USGS	14157500	1951-07-11	176	A
USGS	14157500	1951-07-12	172	A
USGS	14157500	1951-07-13	172	A
USGS	14157500	1951-07-14	168	A
USGS	14157500	1951-07-15	165	A
USGS	14157500	1951-07-16	162	A
USGS	14157500	1951-07-17	165	A
USGS	14157500	1951-07-18	165	A
USGS	14157500	1951-07-19	165	A
USGS	14157500	1951-07-20	165	A
USGS	14157500	1951-07-21	162	A
USGS	14157500	1951-07-22	158	A
USGS	14157500	1951-07-23	148	A
USGS	14157500	1951-07-24	162	A
USGS	14157500	1951-07-25	162	A
USGS	14157500	1951-07-26	162	A
USGS	14157500	1951-07-27	158	A
USGS	14157500	1951-07-28	158	A
USGS	14157500	1951-07-29	158	A
USGS	14157500	1951-07-30	154	A
USGS	14157500	1951-07-31	151	A
USGS	14157500	1951-08-01	140	A
USGS	14157500	1951-08-02	134	A
USGS	14157500	1951-08-03	151	A
USGS	14157500	1951-08-04	158	A
USGS	14157500	1951-08-05	162	A
USGS	14157500	1951-08-06	165	A
USGS	14157500	1951-08-07	165	A
USGS	14157500	1951-08-08	168	A
USGS	14157500	1951-08-09	168	A
USGS	14157500	1951-08-10	172	A
USGS	14157500	1951-08-11	176	A
USGS	14157500	1951-08-12	176	A
USGS	14157500	1951-08-13	176	A
USGS	14157500	1951-08-14	179	A
USGS	14157500	1951-08-15	179	A
USGS	14157500	1951-08-16	182	A
USGS	14157500	1951-08-17	186	A
USGS	14157500	1951-08-18	190	A
USGS	14157500	1951-08-19	190	A
USGS	14157500	1951-08-20	186	A
USGS	14157500	1951-08-21	186	A
USGS	14157500	1951-08-22	179	A
USGS	14157500	1951-08-23	176	A
USGS	14157500	1951-08-24	172	A
USGS	14157500	1951-08-25	182	A
USGS	14157500	1951-08-26	179	A
USGS	14157500	1951-08-27	172	A
USGS	14157500	1951-08-28	172	A
USGS	14157500	1951-08-29	176	A
USGS	14157500	1951-08-30	172	A
USGS	14157500	1951-08-31	172	A
USGS	14157500	1951-09-01	165	A
USGS	14157500	1951-09-02	162	A
USGS	14157500	1951-09-03	158	A
USGS	14157500	1951-09-04	154	A
USGS	14157500	1951-09-05	154	A
USGS	14157500	1951-09-06	151	A
USGS	14157500	1951-09-07	154	A
USGS	14157500	1951-09-08	154	A
USGS	14157500	1951-09-09	154	A
USGS	14157500	1951-09-10	151	A
USGS	14157500	1951-09-11	148	A
USGS	14157500	1951-09-12	162	A
USGS	14157500	1951-09-13	151	A
USGS	14157500	1951-09-14	148	A
USGS	14157500	1951-09-15	144	A
USGS	14157500	1951-09-16	148	A
USGS	14157500	1951-09-17	154	A
USGS	14157500	1951-09-18	433	A
USGS	14157500	1951-09-19	461	A
USGS	14157500	1951-09-20	433	A
USGS	14157500	1951-09-21	440	A
USGS	14157500	1951-09-22	461	A
USGS	14157500	1951-09-23	454	A
USGS	14157500	1951-09-24	461	A
USGS	14157500	1951-09-25	496	A
USGS	14157500	1951-09-26	482	A
USGS	14157500	1951-09-27	699	A
USGS	14157500	1951-09-28	862	A
USGS	14157500	1951-09-29	503	A
USGS	14157500	1951-09-30	524	A
USGS	14157500	1951-10-01	629	A
USGS	14157500	1951-10-02	720	A
USGS	14157500	1951-10-03	974	A
USGS	14157500	1951-10-04	1100	A
USGS	14157500	1951-10-05	1010	A
USGS	14157500	1951-10-06	982	A
USGS	14157500	1951-10-07	830	A
USGS	14157500	1951-10-08	815	A
USGS	14157500	1951-10-09	958	A
USGS	14157500	1951-10-10	958	A
USGS	14157500	1951-10-11	800	A
USGS	14157500	1951-10-12	966	A
USGS	14157500	1951-10-13	990	A
USGS	14157500	1951-10-14	990	A
USGS	14157500	1951-10-15	1140	A
USGS	14157500	1951-10-16	1080	A
USGS	14157500	1951-10-17	1060	A
USGS	14157500	1951-10-18	1030	A
USGS	14157500	1951-10-19	1060	A
USGS	14157500	1951-10-20	1140	A
USGS	14157500	1951-10-21	1330	A
USGS	14157500	1951-10-22	1320	A
USGS	14157500	1951-10-23	3020	A
USGS	14157500	1951-10-24	6380	A
USGS	14157500	1951-10-25	6320	A
USGS	14157500	1951-10-26	6040	A
USGS	14157500	1951-10-27	5860	A
USGS	14157500	1951-10-28	3850	A
USGS	14157500	1951-10-29	1830	A
USGS	14157500	1951-10-30	1300	A
USGS	14157500	1951-10-31	1010	A
USGS	14157500	1951-11-01	878	A
USGS	14157500	1951-11-02	706	A
USGS	14157500	1951-11-03	685	A
USGS	14157500	1951-11-04	615	A
USGS	14157500	1951-11-05	629	A
USGS	14157500	1951-11-06	615	A
USGS	14157500	1951-11-07	608	A
USGS	14157500	1951-11-08	587	A
USGS	14157500	1951-11-09	587	A
USGS	14157500	1951-11-10	902	A
USGS	14157500	1951-11-11	2480	A
USGS	14157500	1951-11-12	8500	A
USGS	14157500	1951-11-13	9030	A
USGS	14157500	1951-11-14	7850	A
USGS	14157500	1951-11-15	5290	A
USGS	14157500	1951-11-16	2850	A
USGS	14157500	1951-11-17	2120	A
USGS	14157500	1951-11-18	1720	A
USGS	14157500	1951-11-19	1250	A
USGS	14157500	1951-11-20	1460	A
USGS	14157500	1951-11-21	1270	A
USGS	14157500	1951-11-22	934	A
USGS	14157500	1951-11-23	846	A
USGS	14157500	1951-11-24	770	A
USGS	14157500	1951-11-25	762	A
USGS	14157500	1951-11-26	918	A
USGS	14157500	1951-11-27	1700	A
USGS	14157500	1951-11-28	3840	A
USGS	14157500	1951-11-29	6700	A
USGS	14157500	1951-11-30	13000	A
USGS	14157500	1951-12-01	11900	A
USGS	14157500	1951-12-02	9960	A
USGS	14157500	1951-12-03	9900	A
USGS	14157500	1951-12-04	11400	A
USGS	14157500	1951-12-05	11600	A
USGS	14157500	1951-12-06	8440	A
USGS	14157500	1951-12-07	5280	A
USGS	14157500	1951-12-08	3370	A
USGS	14157500	1951-12-09	2540	A
USGS	14157500	1951-12-10	2270	A
USGS	14157500	1951-12-11	1870	A
USGS	14157500	1951-12-12	2220	A
USGS	14157500	1951-12-13	2400	A
USGS	14157500	1951-12-14	2120	A
USGS	14157500	1951-12-15	1700	A
USGS	14157500	1951-12-16	1390	A
USGS	14157500	1951-12-17	1150	A
USGS	14157500	1951-12-18	2400	A
USGS	14157500	1951-12-19	6630	A
USGS	14157500	1951-12-20	3820	A
USGS	14157500	1951-12-21	2430	A
USGS	14157500	1951-12-22	7330	A
USGS	14157500	1951-12-23	9680	A
USGS	14157500	1951-12-24	9760	A
USGS	14157500	1951-12-25	7620	A
USGS	14157500	1951-12-26	4070	A
USGS	14157500	1951-12-27	4880	A
USGS	14157500	1951-12-28	5440	A
USGS	14157500	1951-12-29	7720	A
USGS	14157500	1951-12-30	9130	A
USGS	14157500	1951-12-31	4720	A
USGS	14157500	1952-01-01	3550	A
USGS	14157500	1952-01-02	2610	A
USGS	14157500	1952-01-03	2400	A
USGS	14157500	1952-01-04	2090	A
USGS	14157500	1952-01-05	2570	A
USGS	14157500	1952-01-06	2570	A
USGS	14157500	1952-01-07	2380	A
USGS	14157500	1952-01-08	2120	A
USGS	14157500	1952-01-09	2090	A
USGS	14157500	1952-01-10	5680	A
USGS	14157500	1952-01-11	5690	A
USGS	14157500	1952-01-12	3520	A
USGS	14157500	1952-01-13	2940	A
USGS	14157500	1952-01-14	2690	A
USGS	14157500	1952-01-15	2360	A
USGS	14157500	1952-01-16	2030	A
USGS	14157500	1952-01-17	1830	A
USGS	14157500	1952-01-18	1510	A
USGS	14157500	1952-01-19	1510	A
USGS	14157500	1952-01-20	2070	A
USGS	14157500	1952-01-21	2400	A
USGS	14157500	1952-01-22	2380	A
USGS	14157500	1952-01-23	2840	A
USGS	14157500	1952-01-24	4990	A
USGS	14157500	1952-01-25	5560	A
USGS	14157500	1952-01-26	4830	A
USGS	14157500	1952-01-27	4500	A
USGS	14157500	1952-01-28	4240	A
USGS	14157500	1952-01-29	4270	A
USGS	14157500	1952-01-30	5560	A
USGS	14157500	1952-01-31	9110	A
USGS	14157500	1952-02-01	10400	A
USGS	14157500	1952-02-02	11400	A
USGS	14157500	1952-02-03	11900	A
USGS	14157500	1952-02-04	12200	A
USGS	14157500	1952-02-05	9460	A
USGS	14157500	1952-02-06	8940	A
USGS	14157500	1952-02-07	4980	A
USGS	14157500	1952-02-08	3440	A
USGS	14157500	1952-02-09	2890	A
USGS	14157500	1952-02-10	2330	A
USGS	14157500	1952-02-11	2310	A
USGS	14157500	1952-02-12	2580	A
USGS	14157500	1952-02-13	2070	A
USGS	14157500	1952-02-14	1670	A
USGS	14157500	1952-02-15	1860	A
USGS	14157500	1952-02-16	2910	A
USGS	14157500	1952-02-17	2990	A
USGS	14157500	1952-02-18	2530	A
USGS	14157500	1952-02-19	2250	A
USGS	14157500	1952-02-20	1930	A
USGS	14157500	1952-02-21	1570	A
USGS	14157500	1952-02-22	1490	A
USGS	14157500	1952-02-23	1820	A
USGS	14157500	1952-02-24	1950	A
USGS	14157500	1952-02-25	1940	A
USGS	14157500	1952-02-26	2000	A
USGS	14157500	1952-02-27	2120	A
USGS	14157500	1952-02-28	3190	A
USGS	14157500	1952-02-29	2410	A
USGS	14157500	1952-03-01	2000	A
USGS	14157500	1952-03-02	1500	A
USGS	14157500	1952-03-03	1360	A
USGS	14157500	1952-03-04	1190	A
USGS	14157500	1952-03-05	1060	A
USGS	14157500	1952-03-06	982	A
USGS	14157500	1952-03-07	926	A
USGS	14157500	1952-03-08	870	A
USGS	14157500	1952-03-09	878	A
USGS	14157500	1952-03-10	1330	A
USGS	14157500	1952-03-11	1920	A
USGS	14157500	1952-03-12	1830	A
USGS	14157500	1952-03-13	1610	A
USGS	14157500	1952-03-14	1240	A
USGS	14157500	1952-03-15	918	A
USGS	14157500	1952-03-16	762	A
USGS	14157500	1952-03-17	727	A
USGS	14157500	1952-03-18	974	A
USGS	14157500	1952-03-19	1040	A
USGS	14157500	1952-03-20	1090	A
USGS	14157500	1952-03-21	1130	A
USGS	14157500	1952-03-22	1100	A
USGS	14157500	1952-03-23	1340	A
USGS	14157500	1952-03-24	8430	A
USGS	14157500	1952-03-25	9150	A
USGS	14157500	1952-03-26	8040	A
USGS	14157500	1952-03-27	7060	A
USGS	14157500	1952-03-28	6550	A
USGS	14157500	1952-03-29	6170	A
USGS	14157500	1952-03-30	4790	A
USGS	14157500	1952-03-31	3120	A
USGS	14157500	1952-04-01	2450	A
USGS	14157500	1952-04-02	1920	A
USGS	14157500	1952-04-03	1920	A
USGS	14157500	1952-04-04	1930	A
USGS	14157500	1952-04-05	2120	A
USGS	14157500	1952-04-06	2500	A
USGS	14157500	1952-04-07	2390	A
USGS	14157500	1952-04-08	1540	A
USGS	14157500	1952-04-09	1020	A
USGS	14157500	1952-04-10	870	A
USGS	14157500	1952-04-11	1020	A
USGS	14157500	1952-04-12	1060	A
USGS	14157500	1952-04-13	1030	A
USGS	14157500	1952-04-14	1540	A
USGS	14157500	1952-04-15	1540	A
USGS	14157500	1952-04-16	1180	A
USGS	14157500	1952-04-17	910	A
USGS	14157500	1952-04-18	974	A
USGS	14157500	1952-04-19	1330	A
USGS	14157500	1952-04-20	1290	A
USGS	14157500	1952-04-21	1050	A
USGS	14157500	1952-04-22	657	A
USGS	14157500	1952-04-23	538	A
USGS	14157500	1952-04-24	489	A
USGS	14157500	1952-04-25	489	A
USGS	14157500	1952-04-26	482	A
USGS	14157500	1952-04-27	482	A
USGS	14157500	1952-04-28	870	A
USGS	14157500	1952-04-29	886	A
USGS	14157500	1952-04-30	650	A
USGS	14157500	1952-05-01	678	A
USGS	14157500	1952-05-02	580	A
USGS	14157500	1952-05-03	454	A
USGS	14157500	1952-05-04	426	A
USGS	14157500	1952-05-05	405	A
USGS	14157500	1952-05-06	405	A
USGS	14157500	1952-05-07	433	A
USGS	14157500	1952-05-08	580	A
USGS	14157500	1952-05-09	720	A
USGS	14157500	1952-05-10	886	A
USGS	14157500	1952-05-11	918	A
USGS	14157500	1952-05-12	622	A
USGS	14157500	1952-05-13	538	A
USGS	14157500	1952-05-14	580	A
USGS	14157500	1952-05-15	482	A
USGS	14157500	1952-05-16	454	A
USGS	14157500	1952-05-17	433	A
USGS	14157500	1952-05-18	412	A
USGS	14157500	1952-05-19	405	A
USGS	14157500	1952-05-20	399	A
USGS	14157500	1952-05-21	387	A
USGS	14157500	1952-05-22	381	A
USGS	14157500	1952-05-23	363	A
USGS	14157500	1952-05-24	334	A
USGS	14157500	1952-05-25	328	A
USGS	14157500	1952-05-26	323	A
USGS	14157500	1952-05-27	318	A
USGS	14157500	1952-05-28	318	A
USGS	14157500	1952-05-29	318	A
USGS	14157500	1952-05-30	318	A
USGS	14157500	1952-05-31	323	A
USGS	14157500	1952-06-01	328	A
USGS	14157500	1952-06-02	334	A
USGS	14157500	1952-06-03	334	A
USGS	14157500	1952-06-04	340	A
USGS	14157500	1952-06-05	345	A
USGS	14157500	1952-06-06	357	A
USGS	14157500	1952-06-07	363	A
USGS	14157500	1952-06-08	363	A
USGS	14157500	1952-06-09	340	A
USGS	14157500	1952-06-10	345	A
USGS	14157500	1952-06-11	387	A
USGS	14157500	1952-06-12	419	A
USGS	14157500	1952-06-13	419	A
USGS	14157500	1952-06-14	762	A
USGS	14157500	1952-06-15	1610	A
USGS	14157500	1952-06-16	990	A
USGS	14157500	1952-06-17	862	A
USGS	14157500	1952-06-18	854	A
USGS	14157500	1952-06-19	838	A
USGS	14157500	1952-06-20	685	A
USGS	14157500	1952-06-21	387	A
USGS	14157500	1952-06-22	381	A
USGS	14157500	1952-06-23	405	A
USGS	14157500	1952-06-24	545	A
USGS	14157500	1952-06-25	594	A
USGS	14157500	1952-06-26	657	A
USGS	14157500	1952-06-27	664	A
USGS	14157500	1952-06-28	886	A
USGS	14157500	1952-06-29	3490	A
USGS	14157500	1952-06-30	5020	A
USGS	14157500	1952-07-01	2040	A
USGS	14157500	1952-07-02	1610	A
USGS	14157500	1952-07-03	1130	A
USGS	14157500	1952-07-04	846	A
USGS	14157500	1952-07-05	692	A
USGS	14157500	1952-07-06	552	A
USGS	14157500	1952-07-07	510	A
USGS	14157500	1952-07-08	440	A
USGS	14157500	1952-07-09	340	A
USGS	14157500	1952-07-10	275	A
USGS	14157500	1952-07-11	250	A
USGS	14157500	1952-07-12	245	A
USGS	14157500	1952-07-13	236	A
USGS	14157500	1952-07-14	220	A
USGS	14157500	1952-07-15	208	A
USGS	14157500	1952-07-16	179	A
USGS	14157500	1952-07-17	186	A
USGS	14157500	1952-07-18	193	A
USGS	14157500	1952-07-19	196	A
USGS	14157500	1952-07-20	196	A
USGS	14157500	1952-07-21	193	A
USGS	14157500	1952-07-22	186	A
USGS	14157500	1952-07-23	190	A
USGS	14157500	1952-07-24	190	A
